,Price
1453,2400000.0
1454,8500000.0
1455,5500000.0
1456,13100000.0
1457,4800000.0
1458,11000000.0
1459,6500000.0
1460,9000000.0
1461,11000000.0
1462,14900000.0
1463,10600000.0
1464,11000000.0
1465,3400000.0
1466,10600000.0
1467,4200000.0
1468,6450000.0
1469,8200000.0
1470,5000000.0
1471,10400000.0
1472,9500000.0
1473,10500000.0
1474,6700000.0
1475,14900000.0
1476,9500000.0
1477,4000000.0
1478,13100000.0
1479,8000000.0
1480,6450000.0
1481,3840000.0
1482,9000000.0
1483,6500000.0
1484,14900000.0
1485,13500000.0
1486,4800000.0
1487,14900000.0
1488,12600000.0
1489,9000000.0
1490,10800000.0
1491,13000000.0
1492,7290000.000000001
1493,13200000.0
1494,7541062.9170638705
1495,4500000.0
1496,7500000.0
1497,10400000.0
1498,7500000.0
1499,4000000.0
1500,7780000.0
1501,9500000.0
1502,8000000.0
1503,2700000.0
1504,6000000.0
1505,11000000.0
1506,7200000.0
1507,6000000.0
1508,12600000.0
1509,4400000.0
1510,11200000.000000002
1511,6500000.0
1512,6950000.0
1513,3800000.0
1514,4000000.0
1515,7200000.0
1516,6600000.0
1517,5600000.0
1518,5800000.0
1519,11500000.0
1520,11500000.0
1521,4300000.0
1522,2500000.0
1523,8780000.0
1524,2650000.0
1525,12000000.0
1526,6950000.0
1527,5990000.0
1528,10000000.0
1529,4400000.0
1530,2150000.0
1531,10600000.0
1532,7200000.0
1533,8800000.0
1534,12500000.0
1535,7541062.9170638705
1536,4900000.0
1537,11500000.0
1538,6000000.0
1539,7600000.0
1540,4300000.0
1541,11500000.0
1542,11000000.0
1543,5300000.0
1544,9500000.0
1545,7859999.999999999
1546,250000.0
1547,7500000.0
1548,5000000.0
1549,6500000.0
1550,6600000.0
1551,6950000.0
1552,7290000.000000001
1553,6200000.0
1554,11500000.0
1555,8030000.0
1556,6800000.0
1557,4700000.0
1558,8000000.0
1559,7000000.0
1560,13100000.0
1561,14000000.0
1562,6000000.0
1563,5500000.0
1564,3200000.0
1565,8500000.0
1566,9070000.0
1567,4500000.0
1568,8500000.0
1569,8500000.0
1570,11000000.0
1571,8100000.0
1572,4620000.0
1573,7541062.9170638705
1574,10600000.0
1575,8750000.0
1576,11500000.0
1577,3500000.0
1578,8800000.0
1579,3200000.0
1580,4000000.0
1581,4620000.0
1582,6900000.0
1583,8400000.0
1584,8159999.999999999
1585,11000000.0
1586,6000000.0
1587,4500000.0
1588,6700000.0
1589,7309999.999999999
1590,4900000.0
1591,7500000.0
1592,7541062.9170638705
1593,7541062.9170638705
1594,5900000.0
1595,6990000.000000001
1596,4800000.0
1597,8570000.0
1598,4540000.0
1599,8000000.0
1600,14700000.0
1601,4620000.0
1602,9650000.0
1603,6000000.0
1604,3700000.0
1605,7541062.9170638705
1606,7100000.0
1607,11000000.0
1608,7780000.0
1609,3400000.0
1610,8200000.0
1611,7500000.0
1612,8000000.0
1613,1800000.0
1614,8570000.0
1615,6520000.0
1616,10000000.0
1617,10500000.0
1618,9800000.0
1619,3200000.0
1620,9000000.0
1621,10600000.0
1622,7541062.9170638705
1623,2600000.0
